MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:46:700,0.08,1.14,-7.03,0.16,0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:46:800,0.58,5.58,-30.75,0.18,0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:46:900,0.39,1.93,-10.77,0.18,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:000,0.19,1.05,-6.11,0.17,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:100,0.47,2.63,-15.58,0.17,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:200,0.24,1.46,-8.26,0.18,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:300,0.42,2.37,-13.56,0.17,0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:400,0.68,3.0,-16.95,0.18,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:500,-69.47,6.15,167.68,-0.04,0.39
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:600,-1246.08,219.04,1492.25,-0.15,0.69
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:700,-312.13,-60.11,439.02,0.14,0.61
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:800,331.98,-11.6,237.46,0.05,-0.95
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:47:900,-134.19,273.43,-140.24,1.1,-0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:48:000,-124.47,-22.38,-569.2,-0.04,-0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:48:100,-55.66,2.64,310.71,-0.01,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:48:200,-7.42,-3.41,35.91,0.09,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:48:300,-4.83,-3.44,23.76,0.14,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:48:400,-12.61,-15.09,69.14,0.21,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:48:500,-10.76,-14.77,56.12,0.26,0.18

CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:200,-0.6,1.79,-9.4,0.19,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:300,-0.32,0.86,-4.48,0.19,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:400,-0.22,0.6,-3.08,0.19,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:500,-0.5,1.34,-7.57,0.18,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:600,-0.09,0.24,-1.26,0.19,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:700,-1.27,3.46,-18.28,0.19,-0.07
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:800,-1.19,4.0,-20.08,0.2,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:53:900,-0.82,2.45,-12.62,0.19,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:000,-0.72,2.05,-10.97,0.18,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:100,-1.35,10.89,-72.83,0.15,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:200,-213.6,158.6,434.28,-0.35,0.43
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:300,-1131.81,276.86,2569.28,-0.11,0.41
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:400,18.13,-116.98,258.07,0.43,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:500,664.22,-170.35,218.9,0.66,-1.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:600,237.12,-137.39,180.9,-2.49,0.81
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:700,-3.75,0.95,-22.28,0.04,-0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:800,51.87,-5.05,-159.63,-0.03,0.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:54:900,-16.14,-1.33,65.9,0.02,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:55:000,-13.64,-5.98,59.21,0.1,0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:10:55:100,-2.73,-1.2,11.73,0.1,0.23
