MAC,Timestamp,Lin_Acc_X,Lin_Acc_Y,Lin_Acc_Z,Roll,Pitch
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:18:600,-5.18,-22.52,8.98,1.19,0.21

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:200,-0.74,-0.77,-9.04,-0.09,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:300,-1.06,-1.12,-12.81,-0.09,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:400,-0.31,-0.32,-3.69,-0.09,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:500,-0.52,-0.51,-6.17,-0.08,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:600,-0.14,-0.14,-1.64,-0.08,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:700,-0.53,-0.52,-6.49,-0.08,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:800,-0.86,-0.85,-10.52,-0.08,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:24:900,0.36,0.51,6.97,-0.07,-0.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:000,-7.23,6.01,124.82,-0.05,0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:100,-292.27,116.18,594.18,-0.19,0.45
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:200,-553.33,-2.4,742.26,0.0,0.64
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:300,51.76,-123.39,92.47,0.93,-0.32
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:400,30.83,21.68,36.3,-0.54,-0.63
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:500,-243.62,-578.95,163.33,1.3,0.38
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:600,4.22,44.27,14.53,1.89,0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:700,-113.09,-270.86,242.72,0.84,0.3
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:800,-2.93,-21.52,0.57,1.54,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:25:900,-10.36,-59.62,27.78,1.13,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:26:000,-2.85,-16.77,4.9,1.29,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:26:100,0.43,2.72,-0.87,1.26,0.15

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:31:600,-2.07,-2.1,-13.28,-0.16,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:31:700,-1.28,-1.3,-8.46,-0.15,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:31:800,-1.58,-1.77,-10.55,-0.17,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:31:900,-2.1,-2.32,-14.03,-0.16,-0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:000,-0.91,-0.95,-6.17,-0.15,-0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:100,0.64,0.72,4.57,-0.16,-0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:200,1.45,2.57,15.54,-0.16,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:300,-134.09,120.35,471.01,-0.25,0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:400,-240.36,137.76,496.67,-0.27,0.44
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:500,-370.82,-616.15,281.49,1.14,0.5
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:600,544.85,98.44,503.33,-0.19,-0.82
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:700,-74.22,-430.7,-8.21,1.59,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:800,64.37,-210.03,33.82,1.41,-0.29
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:32:900,-10.89,144.84,-89.16,1.02,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:33:000,-1.8,-15.69,4.75,1.28,0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:33:100,-10.71,-62.83,17.09,1.31,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:33:200,-4.72,-32.41,11.17,1.24,0.14
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:33:300,-0.86,-6.14,2.08,1.24,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:33:400,-0.15,-0.96,0.33,1.24,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:33:500,1.05,8.24,-2.85,1.24,0.12

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:38:800,-0.81,-0.59,-6.59,-0.09,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:38:900,-0.4,-0.28,-3.35,-0.08,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:000,-0.2,-0.15,-1.74,-0.08,-0.12
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:100,-1.59,-1.21,-14.09,-0.09,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:200,-1.47,-1.12,-12.92,-0.09,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:300,-0.93,-0.68,-8.16,-0.08,-0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:400,-0.36,-0.29,-3.52,-0.08,-0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:500,-0.55,-0.5,-5.32,-0.09,-0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:600,1.53,3.08,24.61,-0.12,-0.06
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:700,-47.56,36.89,296.05,-0.12,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:800,-336.83,120.3,662.92,-0.18,0.46
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:39:900,-459.35,-288.83,320.93,0.73,0.82
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:000,874.24,-477.97,985.71,0.45,-0.67
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:100,92.06,-321.74,340.15,0.76,-0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:200,149.92,161.31,51.43,1.88,0.72
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:300,-65.1,-253.49,171.93,0.97,0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:400,-9.85,-92.93,14.25,1.42,0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:500,-4.15,-30.84,11.75,1.21,0.13
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:600,-4.12,-24.5,7.46,1.28,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:700,-2.64,-14.27,4.36,1.27,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:40:800,1.28,7.93,-2.4,1.28,0.15

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:300,-1.56,-0.48,-6.11,-0.08,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:400,-2.7,-0.86,-10.72,-0.08,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:500,-1.26,-0.42,-4.95,-0.09,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:600,-1.29,-0.41,-4.99,-0.08,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:700,-3.25,-1.03,-12.21,-0.08,-0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:800,-2.56,-0.84,-9.9,-0.08,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:46:900,0.39,0.13,1.52,-0.08,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:000,3.45,1.13,13.82,-0.08,-0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:100,40.92,28.25,478.36,-0.06,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:200,-611.18,299.57,863.61,-0.33,0.59
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:300,-290.1,-191.22,243.34,0.67,0.75
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:400,1468.93,-745.17,1169.92,0.57,-0.81
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:500,12.96,-14.9,53.29,0.27,-0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:600,-47.57,-96.1,-2.91,1.6,0.46
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:700,-42.88,-233.92,119.38,1.1,0.16
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:800,8.32,39.95,-4.93,1.45,0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:47:900,-24.58,-85.94,31.42,1.22,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:48:000,-9.12,-32.94,5.83,1.4,0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:48:100,-1.2,-4.38,1.23,1.3,0.26
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:48:200,-2.35,-8.03,2.06,1.32,0.28

CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:300,-2.65,-1.33,-12.68,-0.1,-0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:400,-3.53,-1.83,-17.7,-0.1,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:500,-0.99,-0.48,-4.95,-0.1,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:600,-1.45,-0.72,-7.13,-0.1,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:700,-2.29,-1.08,-10.87,-0.1,-0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:800,-1.71,-0.8,-8.12,-0.1,-0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:54:900,-1.44,-0.74,-7.12,-0.1,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:000,-1.62,-0.85,-8.27,-0.1,-0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:100,-3.38,-1.77,-17.13,-0.1,-0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:200,0.72,0.39,3.51,-0.11,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:300,-41.05,68.06,361.35,-0.19,0.11
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:400,-423.35,97.04,614.42,-0.16,0.6
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:500,14.86,-531.6,566.14,0.75,-0.02
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:600,521.01,297.08,24.38,-1.49,-1.05
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:700,116.3,66.99,-38.28,1.05,0.99
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:800,-73.73,-361.12,177.37,1.11,0.18
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:55:900,3.39,-102.48,42.11,1.18,-0.03
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:56:000,0.87,-21.08,10.36,1.11,-0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:56:100,0.14,-11.67,5.17,1.15,-0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:22:56:200,0.12,-5.39,2.43,1.15,-0.02

CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:000,-5.76,-4.04,-23.28,-0.17,-0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:100,-2.15,-1.49,-8.24,-0.18,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:200,-3.01,-2.3,-12.42,-0.18,-0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:300,-0.7,-0.5,-2.65,-0.18,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:400,-3.45,-2.44,-13.33,-0.18,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:500,-2.66,-1.84,-10.48,-0.17,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:600,-1.21,-0.84,-4.73,-0.18,-0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:700,-2.9,-2.07,-11.71,-0.17,-0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:800,0.65,0.54,2.71,-0.2,-0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:01:900,3.19,85.77,314.32,-0.27,-0.01
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:000,-477.05,375.35,751.2,-0.46,0.52
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:100,-331.82,99.85,380.05,-0.26,0.7
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:200,8.07,-7.35,10.94,0.59,-0.55
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:300,147.79,175.0,0.75,-1.57,-0.7
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:400,-575.21,-788.71,257.21,1.26,0.61
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:500,-9.53,42.29,-20.06,1.13,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:600,1.72,-16.55,8.47,1.1,-0.09
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:700,2.61,-30.96,15.38,1.11,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:800,0.08,-37.36,16.29,1.16,-0.0
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:02:900,-0.38,-13.88,5.64,1.18,0.03

CC:7B:5C:AF:BD:F4,2025:02:27 14:23:08:700,-1.36,-0.44,-3.93,-0.11,-0.33
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:08:800,-3.77,-1.2,-10.47,-0.11,-0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:08:900,-6.93,-2.18,-19.16,-0.11,-0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:000,-1.48,-0.43,-4.17,-0.1,-0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:100,-0.48,-0.16,-1.36,-0.11,-0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:200,-5.9,-1.99,-16.64,-0.12,-0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:300,-4.7,-1.47,-13.23,-0.11,-0.34
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:400,-3.31,-1.05,-9.52,-0.11,-0.33
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:500,2.01,0.77,6.71,-0.11,-0.29
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:600,-14.73,88.4,385.03,-0.23,0.04
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:700,-581.88,587.88,1255.03,-0.44,0.4
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:800,53.66,40.69,-52.45,0.66,0.68
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:09:900,606.15,-239.47,509.28,0.44,-0.82
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:000,-101.44,-337.82,288.66,0.86,0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:100,89.74,-249.29,-200.18,2.25,-0.27
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:200,-57.6,-145.76,183.9,0.67,0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:300,-7.1,-27.19,4.03,1.42,0.25
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:400,-22.67,-93.77,46.89,1.11,0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:500,-1.98,-12.71,4.1,1.26,0.15
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:10:600,-1.91,-13.51,4.4,1.26,0.13

CC:7B:5C:AF:BD:F4,2025:02:27 14:23:16:500,-7.42,-4.59,-29.88,-0.15,-0.24
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:16:600,-2.47,-1.56,-10.53,-0.15,-0.23
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:16:700,-2.34,-1.49,-10.25,-0.14,-0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:16:800,-0.51,-0.31,-2.21,-0.14,-0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:16:900,-0.13,-0.08,-0.59,-0.13,-0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:000,-2.11,-1.19,-9.61,-0.12,-0.21
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:100,-1.98,-1.05,-8.94,-0.12,-0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:200,-1.67,-0.92,-7.54,-0.12,-0.22
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:300,-0.6,-0.41,-2.95,-0.14,-0.2
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:400,9.73,15.19,118.41,-0.13,-0.08
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:500,-347.57,248.74,788.78,-0.31,0.4
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:600,-636.75,100.57,876.44,-0.11,0.63
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:700,221.35,-241.44,234.27,0.8,-0.58
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:800,96.36,52.04,39.53,-0.92,-0.97
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:17:900,-494.93,-656.73,104.24,1.41,0.64
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:18:000,6.75,65.76,-17.47,1.31,0.1
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:18:100,-23.24,-67.02,30.04,1.15,0.31
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:18:200,-5.87,-32.54,8.31,1.32,0.17
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:18:300,-2.86,-14.84,3.08,1.37,0.19
CC:7B:5C:AF:BD:F4,2025:02:27 14:23:18:400,-3.21,-14.15,3.24,1.35,0.22
